I,chi_eff_true,chi_eff_H1,chi_eff_H0
0.3847695390781563,0.9236824980809395,0.8672307142762863,0.7186241921557697
0.39118236472945894,0.972980885793084,0.9346915314239963,0.7550925433055609
0.3975951903807615,1.0209344774462341,1.000897203002376,0.7904223488826316
0.40400801603206415,1.0675756804104646,1.0658779759523576,0.8246410459600471
0.41042084168336673,1.1129356209891599,1.1296629015501676,0.8577749870205276
0.4168336673346693,1.1570442142145447,1.1922799005499671,0.8898494990475001
0.42324649298597194,1.1999302288289044,1.2537558238330986,0.9208889385401857
0.4296593186372745,1.241621347851268,1.3141165089371194,0.9509167427912057
0.43607214428857716,1.2821442250906774,1.373386832801624,0.9799554777324602
0.44248496993987974,1.3215245379327332,1.4315907610357836,1.0080268826258205
0.44889779559118237,1.359787036695458,1.4887513939839252,1.035151911849331
0.45531062124248495,1.3969555908231115,1.5448910098398319,1.0613507740062946
0.4617234468937876,1.4330532321620986,1.600031105037683,1.0866429685639964
